Year,closing_price
2014-02-26,16.86666679
2014-02-27,16.83600044
2014-02-28,16.32066727
2014-03-03,16.70400047
2014-03-04,16.9893322
2014-03-05,16.84399986
2014-03-06,16.86266708
2014-03-07,16.41399956
2014-03-10,15.92266655
2014-03-11,15.62733269
2014-03-12,16.09933281
2014-03-13,15.85266685
2014-03-14,15.39799976
2014-03-17,15.59866714
2014-03-18,16.00266647
2014-03-19,15.72266674
2014-03-20,15.66066742
2014-03-21,15.25933266
2014-03-24,14.67800045
2014-03-25,14.6960001
2014-03-26,14.19733334
2014-03-27,13.82133293
2014-03-28,14.15799999
2014-03-31,13.89666653
2014-04-01,14.46466732
2014-04-02,15.35266685
2014-04-03,15.02666664
2014-04-04,14.14866734
2014-04-07,13.83466721
2014-04-08,14.36400032
2014-04-09,14.46199989
2014-04-10,13.61266708
2014-04-11,13.58533287
2014-04-14,13.20600033
2014-04-15,12.92733288
2014-04-16,13.27400017
2014-04-17,13.20800018
2014-04-21,13.62533283
2014-04-22,14.57600021
2014-04-23,13.86600018
2014-04-24,13.85733318
2014-04-25,13.32333279
2014-04-28,13.23400021
2014-04-29,13.79466724
2014-04-30,13.85933304
2014-05-01,13.84866714
2014-05-02,14.06066704
2014-05-05,14.44066715
2014-05-06,13.81866741
2014-05-07,13.42333317
2014-05-08,11.90600014
2014-05-09,12.15066719
2014-05-12,12.3113327
2014-05-13,12.67733288
2014-05-14,12.70800018
2014-05-15,12.57266712
2014-05-16,12.77066708
2014-05-19,13.07266712
2014-05-20,13.02000046
2014-05-21,13.2966671
2014-05-22,13.65866661
2014-05-23,13.81999969
2014-05-27,14.10400009
2014-05-28,14.01599979
2014-05-29,14.01599979
2014-05-30,13.85133266
2014-06-02,13.64666653
2014-06-03,13.66266727
2014-06-04,13.59933281
2014-06-05,13.79333305
2014-06-06,13.87800026
2014-06-09,13.68733311
2014-06-10,13.48666668
2014-06-11,13.63133335
2014-06-12,13.56799984
2014-06-13,13.76133347
2014-06-16,14.97399998
2014-06-17,15.44466686
2014-06-18,15.14133263
2014-06-19,15.18599987
2014-06-20,15.30599976
2014-06-23,15.81466675
2014-06-24,15.5
2014-06-25,15.79266739
2014-06-26,15.70666695
2014-06-27,15.93733311
2014-06-30,16.00399971
2014-07-01,15.98133278
2014-07-02,15.29533291
2014-07-03,15.28333282
2014-07-07,14.84399986
2014-07-08,14.60466671
2014-07-09,14.87066746
2014-07-10,14.63066673
2014-07-11,14.54199982
2014-07-14,15.11333275
2014-07-15,14.63866711
2014-07-16,14.47733307
2014-07-17,14.35999966
2014-07-18,14.66800022
2014-07-21,14.70266724
2014-07-22,14.63866711
2014-07-23,14.83266735
2014-07-24,14.90266705
2014-07-25,14.9046669
2014-07-28,14.98799992
2014-07-29,15.00066662
2014-07-30,15.26133347
2014-07-31,14.88666725
2014-08-01,15.55133343
2014-08-04,15.90133286
2014-08-05,15.899333
2014-08-06,16.5953331
2014-08-07,16.82600021
2014-08-08,16.54199982
2014-08-11,17.28800011
2014-08-12,17.3306675
2014-08-13,17.35400009
2014-08-14,17.42533302
2014-08-15,17.46733284
2014-08-18,17.32933235
2014-08-19,17.11733246
2014-08-20,17.04733276
2014-08-21,16.95599937
2014-08-22,17.1186676
2014-08-25,17.50333214
2014-08-26,17.44933319
2014-08-27,17.54999924
2014-08-28,17.59066772
2014-08-29,17.97999954
2014-09-02,18.94133377
2014-09-03,18.74600029
2014-09-04,19.06933212
2014-09-05,18.49266624
2014-09-08,18.80733299
2014-09-09,18.56533241
2014-09-10,18.73999977
2014-09-11,18.68733215
2014-09-12,18.61333275
2014-09-15,16.92399979
2014-09-16,17.38266754
2014-09-17,17.42533302
2014-09-18,17.58799934
2014-09-19,17.28800011
2014-09-22,16.66866684
2014-09-23,16.69400024
2014-09-24,16.8093338
2014-09-25,16.46333313
2014-09-26,16.44000053
2014-09-29,16.35066795
2014-09-30,16.17866707
2014-10-01,16.01600075
2014-10-02,16.76133347
2014-10-03,17.01399994
2014-10-06,17.37466621
2014-10-07,17.30466652
2014-10-08,17.28533363
2014-10-09,17.13400078
2014-10-10,15.79399967
2014-10-13,14.97266674
2014-10-14,15.13733292
2014-10-15,15.31333256
2014-10-16,15.09000015
2014-10-17,15.16533279
2014-10-20,15.36466694
2014-10-21,15.68933296
2014-10-22,15.40666676
2014-10-23,15.68599987
2014-10-24,15.68266678
2014-10-27,14.77799988
2014-10-28,16.18466759
2014-10-29,15.87333298
2014-10-30,15.91066742
2014-10-31,16.11333275
2014-11-03,16.17266655
2014-11-04,15.92866707
2014-11-05,15.39799976
2014-11-06,16.08133316
2014-11-07,16.01333237
2014-11-10,16.12866783
2014-11-11,16.73866653
2014-11-12,16.60666656
2014-11-13,16.78000069
2014-11-14,17.24533272
2014-11-17,16.93199921
2014-11-18,17.18000031
2014-11-19,16.51600075
2014-11-20,16.5806675
2014-11-21,16.18533325
2014-11-24,16.44799995
2014-11-25,16.53933334
2014-11-26,16.56266785
2014-11-28,16.30133247
2014-12-01,15.44266701
2014-12-02,15.42866707
2014-12-03,15.28666687
2014-12-04,15.21866703
2014-12-05,14.91399956
2014-12-08,14.29066658
2014-12-09,14.45933342
2014-12-10,13.98933315
2014-12-11,13.92533302
2014-12-12,13.80000019
2014-12-15,13.60266685
2014-12-16,13.18733311
2014-12-17,13.72133255
2014-12-18,14.55066681
2014-12-19,14.61933327
2014-12-22,14.84000015
2014-12-23,14.73133278
2014-12-24,14.81733322
2014-12-26,15.18799973
2014-12-29,15.04733276
2014-12-30,14.81533337
2014-12-31,14.82733345
2015-01-02,14.62066746
2015-01-05,14.00599957
2015-01-06,14.08533287
2015-01-07,14.06333256
2015-01-08,14.0413332
2015-01-09,13.77733326
2015-01-12,13.48066711
2015-01-13,13.61666679
2015-01-14,12.84599972
2015-01-15,12.7913332
2015-01-16,12.87133312
2015-01-20,12.79533291
2015-01-21,13.10466671
2015-01-22,13.44133282
2015-01-23,13.41933346
2015-01-26,13.77000046
2015-01-27,13.73200035
2015-01-28,13.2913332
2015-01-29,13.68000031
2015-01-30,13.57333279
2015-02-02,14.06266689
2015-02-03,14.55733299
2015-02-04,14.56999969
2015-02-05,14.73266697
2015-02-06,14.49066734
2015-02-09,14.49866676
2015-02-10,14.41933346
2015-02-11,14.18666744
2015-02-12,13.5253334
2015-02-13,13.58466721
2015-02-17,13.62333298
2015-02-18,13.63066673
2015-02-19,14.11400032
2015-02-20,14.47399998
2015-02-23,13.82266712
2015-02-24,13.60733318
2015-02-25,13.58399963
2015-02-26,13.81266689
2015-02-27,13.55599976
2015-03-02,13.15533257
2015-03-03,13.3039999
2015-03-04,13.49600029
2015-03-05,13.37533283
2015-03-06,12.92533302
2015-03-09,12.72533321
2015-03-10,12.68799973
2015-03-11,12.91600037
2015-03-12,12.73799992
2015-03-13,12.57866669
2015-03-16,13.0466671
2015-03-17,12.98200035
2015-03-18,13.38066673
2015-03-19,13.04333305
2015-03-20,13.20533276
2015-03-23,13.30866718
2015-03-24,13.44799995
2015-03-25,12.9533329
2015-03-26,12.69400024
2015-03-27,12.33333302
2015-03-30,12.70466709
2015-03-31,12.58466721
2015-04-01,12.50599957
2015-04-02,12.73333263
2015-04-06,13.53999996
2015-04-07,13.55000019
2015-04-08,13.84466743
2015-04-09,14.00599957
2015-04-10,14.06000042
2015-04-13,13.98533344
2015-04-14,13.83066654
2015-04-15,13.85533333
2015-04-16,13.77999973
2015-04-17,13.78600025
2015-04-20,13.68466663
2015-04-21,13.96066666
2015-04-22,14.62933254
2015-04-23,14.57333279
2015-04-24,14.56200027
2015-04-27,15.43666744
2015-04-28,15.3653326
2015-04-29,15.49666691
2015-04-30,15.06999969
2015-05-01,15.06866741
2015-05-04,15.36733341
2015-05-05,15.52999973
2015-05-06,15.36200047
2015-05-07,15.78666687
2015-05-08,15.77400017
2015-05-11,15.9659996
2015-05-12,16.31599998
2015-05-13,16.21199989
2015-05-14,16.2733326
2015-05-15,16.58933258
2015-05-18,16.58333206
2015-05-19,16.47599983
2015-05-20,16.29000092
2015-05-21,16.37466621
2015-05-22,16.51533318
2015-05-26,16.49733353
2015-05-27,16.49533272
2015-05-28,16.76333237
2015-05-29,16.71999931
2015-06-01,16.62999916
2015-06-02,16.55666733
2015-06-03,16.59933281
2015-06-04,16.39466667
2015-06-05,16.60933304
2015-06-08,17.08600044
2015-06-09,17.06666756
2015-06-10,16.71333313
2015-06-11,16.7606678
2015-06-12,16.71266747
2015-06-15,16.69199944
2015-06-16,16.87466621
2015-06-17,17.36066628
2015-06-18,17.45933342
2015-06-19,17.50066757
2015-06-22,17.31933212
2015-06-23,17.84466743
2015-06-24,17.6779995
2015-06-25,17.9193325
2015-06-26,17.80599976
2015-06-29,17.46800041
2015-06-30,17.88400078
2015-07-01,17.94333267
2015-07-02,18.66799927
2015-07-06,18.64800072
2015-07-07,17.85866737
2015-07-08,16.99733353
2015-07-09,17.19466782
2015-07-10,17.27666664
2015-07-13,17.47733307
2015-07-14,17.70999908
2015-07-15,17.54266739
2015-07-16,17.77866745
2015-07-17,18.31066704
2015-07-20,18.81733322
2015-07-21,17.78466606
2015-07-22,17.8579998
2015-07-23,17.81333351
2015-07-24,17.69400024
2015-07-27,16.86733246
2015-07-28,17.6546669
2015-07-29,17.58799934
2015-07-30,17.7859993
2015-07-31,17.74333382
2015-08-03,17.3326664
2015-08-04,17.75200081
2015-08-05,18.00866699
2015-08-06,16.40866661
2015-08-07,16.1673336
2015-08-10,16.07600021
2015-08-11,15.82466698
2015-08-12,15.87800026
2015-08-13,16.1673336
2015-08-14,16.20999908
2015-08-17,16.99933243
2015-08-18,17.3813324
2015-08-19,17.01666641
2015-08-20,16.14533234
2015-08-21,15.3846674
2015-08-24,14.59133339
2015-08-25,14.66866684
2015-08-26,14.98933315
2015-08-27,16.19933319
2015-08-28,16.56533241
2015-08-31,16.60400009
2015-09-01,15.90866661
2015-09-02,16.5126667
2015-09-03,16.37133217
2015-09-04,16.12866783
2015-09-08,16.54466629
2015-09-09,16.59399986
2015-09-10,16.56533241
2015-09-11,16.68266678
2015-09-14,16.8793335
2015-09-15,16.9046669
2015-09-16,17.48333359
2015-09-17,17.47133255
2015-09-18,17.37466621
2015-09-21,17.61333275
2015-09-22,17.39599991
2015-09-23,17.40399933
2015-09-24,17.54133224
2015-09-25,17.12733269
2015-09-28,16.56200027
2015-09-29,16.44333267
2015-09-30,16.55999947
2015-10-01,15.99199963
2015-10-02,16.50466728
2015-10-05,16.40999985
2015-10-06,16.09733391
2015-10-07,15.46399975
2015-10-08,15.11466694
2015-10-09,14.71266747
2015-10-12,14.37199974
2015-10-13,14.61666679
2015-10-14,14.4586668
2015-10-15,14.75399971
2015-10-16,15.13399982
2015-10-19,15.20666695
2015-10-20,14.20199966
2015-10-21,14.00599957
2015-10-22,14.11466694
2015-10-23,13.93933296
2015-10-26,14.350667
2015-10-27,14.0233326
2015-10-28,14.19733334
2015-10-29,14.10866737
2015-10-30,13.79533291
2015-11-02,14.25266743
2015-11-03,13.89000034
2015-11-04,15.44200039
2015-11-05,15.45133305
2015-11-06,15.49066734
2015-11-09,15.02200031
2015-11-10,14.4333334
2015-11-11,14.60533333
2015-11-12,14.1960001
2015-11-13,13.81266689
2015-11-16,14.28733253
2015-11-17,14.26666737
2015-11-18,14.73799992
2015-11-19,14.78666687
2015-11-20,14.66733265
2015-11-23,14.51666737
2015-11-24,14.55000019
2015-11-25,15.30933285
2015-11-27,15.44066715
2015-11-30,15.350667
2015-12-01,15.81266689
2015-12-02,15.4659996
2015-12-03,15.51399994
2015-12-04,15.35866737
2015-12-07,15.40866661
2015-12-08,15.11466694
2015-12-09,14.96800041
2015-12-10,15.13799953
2015-12-11,14.46800041
2015-12-14,14.57199955
2015-12-15,14.73933315
2015-12-16,15.63399982
2015-12-17,15.55933285
2015-12-18,15.36400032
2015-12-21,15.50399971
2015-12-22,15.32999992
2015-12-23,15.31333256
2015-12-24,15.37133312
2015-12-28,15.26333332
2015-12-29,15.81266689
2015-12-30,15.87266731
2015-12-31,16.00066757
2016-01-04,14.89400005
2016-01-05,14.89533329
2016-01-06,14.60266685
2016-01-07,14.37666702
2016-01-08,14.0666666
2016-01-11,13.85666656
2016-01-12,13.99800014
2016-01-13,13.35400009
2016-01-14,13.74533272
2016-01-15,13.66600037
2016-01-19,13.64799976
2016-01-20,13.24666691
2016-01-21,13.33133316
2016-01-22,13.50333309
2016-01-25,13.09200001
2016-01-26,12.90400028
2016-01-27,12.53800011
2016-01-28,12.64666653
2016-01-29,12.74666691
2016-02-01,13.12933254
2016-02-02,12.18533325
2016-02-03,11.56533337
2016-02-04,11.6886673
2016-02-05,10.84000015
2016-02-08,9.866000175
2016-02-09,9.883333206
2016-02-10,9.578000069
2016-02-11,10.03133297
2016-02-12,10.06933308
2016-02-16,10.34466743
2016-02-17,11.24533272
2016-02-18,11.11800003
2016-02-19,11.10533333
2016-02-22,11.84933281
2016-02-23,11.81400013
2016-02-24,11.9333334
2016-02-25,12.49533272
2016-02-26,12.68933296
2016-02-29,12.79533291
2016-03-01,12.42333317
2016-03-02,12.55599976
2016-03-03,13.04933262
2016-03-04,13.40266705
2016-03-07,13.68599987
2016-03-08,13.50666714
2016-03-09,13.91466713
2016-03-10,13.67866707
2016-03-11,13.83333302
2016-03-14,14.34333324
2016-03-15,14.55599976
2016-03-16,14.79533291
2016-03-17,15.09200001
2016-03-18,15.51599979
2016-03-21,15.88799953
2016-03-22,15.61600018
2016-03-23,14.83866692
2016-03-24,15.1833334
2016-03-28,15.350667
2016-03-29,15.34200001
2016-03-30,15.1260004
2016-03-31,15.31799984
2016-04-01,15.83933258
2016-04-04,16.4659996
2016-04-05,17.03133392
2016-04-06,17.69466782
2016-04-07,17.14666748
2016-04-08,16.67133331
2016-04-11,16.66133308
2016-04-12,16.52133369
2016-04-13,16.96866608
2016-04-14,16.79066658
2016-04-15,16.96733284
2016-04-18,16.92533302
2016-04-19,16.49133301
2016-04-20,16.66466713
2016-04-21,16.55266762
2016-04-22,16.91666794
2016-04-25,16.78800011
2016-04-26,16.91600037
2016-04-27,16.76466751
2016-04-28,16.51399994
2016-04-29,16.05066681
2016-05-02,16.12000084
2016-05-03,15.48799992
2016-05-04,14.83733273
2016-05-05,14.10200024
2016-05-06,14.32866669
2016-05-09,13.92800045
2016-05-10,13.91266727
2016-05-11,13.93066692
2016-05-12,13.81866741
2016-05-13,13.84066677
2016-05-16,13.88599968
2016-05-17,13.64400005
2016-05-18,14.07800007
2016-05-19,14.34733295
2016-05-20,14.68533325
2016-05-23,14.41466713
2016-05-24,14.52733326
2016-05-25,14.63866711
2016-05-26,15.00800037
2016-05-27,14.86933327
2016-05-31,14.88199997
2016-06-01,14.63733292
2016-06-02,14.59733295
2016-06-03,14.59933281
2016-06-06,14.71199989
2016-06-07,15.48933315
2016-06-08,15.70133305
2016-06-09,15.29066658
2016-06-10,14.58600044
2016-06-13,14.52466679
2016-06-14,14.33066654
2016-06-15,14.51333332
2016-06-16,14.52866745
2016-06-17,14.36466694
2016-06-20,14.64666653
2016-06-21,14.64066696
2016-06-22,13.11066723
2016-06-23,13.09333324
2016-06-24,12.87666702
2016-06-27,13.23666668
2016-06-28,13.45266724
2016-06-29,14.0126667
2016-06-30,14.15200043
2016-07-01,14.4333334
2016-07-05,14.26533318
2016-07-06,14.29599953
2016-07-07,14.39599991
2016-07-08,14.45199966
2016-07-11,14.98533344
2016-07-12,14.9766674
2016-07-13,14.83533287
2016-07-14,14.76866722
2016-07-15,14.69333267
2016-07-18,15.08333302
2016-07-19,15.01733303
2016-07-20,15.22399998
2016-07-21,14.69999981
2016-07-22,14.81799984
2016-07-25,15.33399963
2016-07-26,15.30066681
2016-07-27,15.23266697
2016-07-28,15.3739996
2016-07-29,15.65266705
2016-08-01,15.33399963
2016-08-02,15.14666653
2016-08-03,15.05266666
2016-08-04,15.3739996
2016-08-05,15.33533287
2016-08-08,15.07733345
2016-08-09,15.27200031
2016-08-10,15.04333305
2016-08-11,14.99400043
2016-08-12,15.04066658
2016-08-15,15.03933334
2016-08-16,14.90733337
2016-08-17,14.88266659
2016-08-18,14.90066719
2016-08-19,15
2016-08-22,14.86200047
2016-08-23,14.98933315
2016-08-24,14.84133339
2016-08-25,14.73066711
2016-08-26,14.66600037
2016-08-29,14.34666729
2016-08-30,14.08933258
2016-08-31,14.13399982
2016-09-01,13.3846674
2016-09-02,13.18533325
2016-09-06,13.52200031
2016-09-07,13.44733334
2016-09-08,13.15733337
2016-09-09,12.96466732
2016-09-12,13.22000027
2016-09-13,13.06999969
2016-09-14,13.09399986
2016-09-15,13.36133289
2016-09-16,13.69333267
2016-09-19,13.75599957
2016-09-20,13.64266682
2016-09-21,13.68133259
2016-09-22,13.76200008
2016-09-23,13.82999992
2016-09-26,13.93266678
2016-09-27,13.72066689
2016-09-28,13.75133324
2016-09-29,13.38000011
2016-09-30,13.60200024
2016-10-03,14.24666691
2016-10-04,14.09399986
2016-10-05,13.89733315
2016-10-06,13.39999962
2016-10-07,13.10733318
2016-10-10,13.39666653
2016-10-11,13.34000015
2016-10-12,13.43400002
2016-10-13,13.34933281
2016-10-14,13.100667
2016-10-17,12.93066692
2016-10-18,13.2733326
2016-10-19,13.57066727
2016-10-20,13.2733326
2016-10-21,13.33933258
2016-10-24,13.51733303
2016-10-25,13.48933315
2016-10-26,13.48266697
2016-10-27,13.600667
2016-10-28,13.33133316
2016-10-31,13.18200016
2016-11-01,12.7193327
2016-11-02,12.53466702
2016-11-03,12.49466705
2016-11-04,12.70400047
2016-11-07,12.88066673
2016-11-08,12.99600029
2016-11-09,12.67066669
2016-11-10,12.35666656
2016-11-11,12.57066727
2016-11-14,12.09666729
2016-11-15,12.25133324
2016-11-16,12.26200008
2016-11-17,12.57733345
2016-11-18,12.33466721
2016-11-21,12.30133343
2016-11-22,12.74466705
2016-11-23,12.8760004
2016-11-25,13.10999966
2016-11-28,13.07466698
2016-11-29,12.63799953
2016-11-30,12.62666702
2016-12-01,12.12533283
2016-12-02,12.09799957
2016-12-05,12.4533329
2016-12-06,12.39000034
2016-12-07,12.87666702
2016-12-08,12.81933308
2016-12-09,12.81200027
2016-12-12,12.82866669
2016-12-13,13.21000004
2016-12-14,13.24600029
2016-12-15,13.17199993
2016-12-16,13.49933338
2016-12-19,13.51533318
2016-12-20,13.91933346
2016-12-21,13.84666729
2016-12-22,13.89666653
2016-12-23,14.22266674
2016-12-27,14.63533306
2016-12-28,14.649333
2016-12-29,14.31200027
2016-12-30,14.24600029
2017-01-03,14.4659996
2017-01-04,15.13266659
2017-01-05,15.11666679
2017-01-06,15.26733303
2017-01-09,15.41866684
2017-01-10,15.32466698
2017-01-11,15.31533337
2017-01-12,15.30599976
2017-01-13,15.85000038
2017-01-17,15.70533276
2017-01-18,15.89066696
2017-01-19,16.25066757
2017-01-20,16.31533241
2017-01-23,16.59466743
2017-01-24,16.97400093
2017-01-25,16.96466637
2017-01-26,16.83399963
2017-01-27,16.86333275
2017-01-30,16.70866776
2017-01-31,16.79533386
2017-02-01,16.61599922
2017-02-02,16.77000046
2017-02-03,16.75533295
2017-02-06,17.18466759
2017-02-07,17.16533279
2017-02-08,17.47200012
2017-02-09,17.94666672
2017-02-10,17.94866753
2017-02-13,18.70666695
2017-02-14,18.73200035
2017-02-15,18.65066719
2017-02-16,17.93000031
2017-02-17,18.14866638
2017-02-21,18.49266624
2017-02-22,18.23399925
2017-02-23,17.06599998
2017-02-24,17.13333321
2017-02-27,16.41533279
2017-02-28,16.66600037
2017-03-01,16.66799927
2017-03-02,16.69866753
2017-03-03,16.77133369
2017-03-06,16.74733353
2017-03-07,16.57266617
2017-03-08,16.45800018
2017-03-09,16.32666779
2017-03-10,16.24600029
2017-03-13,16.41133308
2017-03-14,17.20000076
2017-03-15,17.04866791
2017-03-16,17.46999931
2017-03-17,17.43333244
2017-03-20,17.46133232
2017-03-21,16.71199989
2017-03-22,17.00066757
2017-03-23,16.98533249
2017-03-24,17.54400063
2017-03-27,18.01466751
2017-03-28,18.49666786
2017-03-29,18.49200058
2017-03-30,18.52799988
2017-03-31,18.55333328
2017-04-03,19.90133286
2017-04-04,20.24666786
2017-04-05,19.66666794
2017-04-06,19.91333389
2017-04-07,20.1693325
2017-04-10,20.82600021
2017-04-11,20.5806675
2017-04-12,19.78933334
2017-04-13,20.26666641
2017-04-17,20.09600067
2017-04-18,20.01666641
2017-04-19,20.36800003
2017-04-20,20.1673336
2017-04-21,20.37333298
2017-04-24,20.53533363
2017-04-25,20.9193325
2017-04-26,20.6779995
2017-04-27,20.57533264
2017-04-28,20.93799973
2017-05-01,21.52199936
2017-05-02,21.25933266
2017-05-03,20.73466682
2017-05-04,19.69733238
2017-05-05,20.55666733
2017-05-08,20.47933388
2017-05-09,21.4173336
2017-05-10,21.68133354
2017-05-11,21.54000092
2017-05-12,21.65399933
2017-05-15,21.05866623
2017-05-16,21.13400078
2017-05-17,20.40733337
2017-05-18,20.8706665
2017-05-19,20.72200012
2017-05-22,20.69000053
2017-05-23,20.25733376
2017-05-24,20.68133354
2017-05-25,21.12199974
2017-05-26,21.6760006
2017-05-30,22.34000015
2017-05-31,22.73399925
2017-06-01,22.69133377
2017-06-02,22.65666771
2017-06-05,23.1546669
2017-06-06,23.5233326
2017-06-07,23.9766674
2017-06-08,24.66666794
2017-06-09,23.82133293
2017-06-12,23.93400002
2017-06-13,25.06333351
2017-06-14,25.37733269
2017-06-15,25.02266693
2017-06-16,24.76000023
2017-06-19,24.65333366
2017-06-20,24.81599998
